customer_ref,source_industry,tenure,gender,engagement_score,monetary_value,product_or_service_count,support_friction,is_active,churn,tenure_score
ecom_54011,ecommerce,16.0,male,0.495,0.4749684605680175,4.0,0,1,0,0.26229508196721313
ecom_54012,ecommerce,21.0,female,0.55625,0.4493984430290163,3.0,0,1,0,0.3442622950819672
ecom_54013,ecommerce,20.0,male,0.5137499999999999,0.648573802270839,5.0,0,0,0,0.32786885245901637
ecom_54014,ecommerce,2.0,male,0.47624999999999995,0.46789131973291487,3.0,0,1,0,0.03278688524590164
ecom_54015,ecommerce,3.0,male,0.6575000000000001,0.5810640327394689,2.0,0,1,0,0.04918032786885246
ecom_54016,ecommerce,16.0,male,0.45749999999999996,0.5067232837933475,2.0,0,1,0,0.26229508196721313
ecom_54017,ecommerce,1.0,male,0.53625,0.6894673682267146,3.0,1,0,1,0.01639344262295082
ecom_54018,ecommerce,20.0,female,0.3,0.7915628173174559,0.0,0,1,0,0.32786885245901637
ecom_54019,ecommerce,1.0,female,0.5925,0.49355364780454786,6.0,0,1,0,0.01639344262295082
ecom_54020,ecommerce,3.0,male,0.5175,0.4709067971322194,2.0,0,1,0,0.04918032786885246
ecom_54021,ecommerce,17.0,female,0.61125,0.981322502230838,7.0,0,1,0,0.2786885245901639
ecom_54022,ecommerce,22.0,male,0.8037500000000001,0.9897227607003292,13.0,0,1,0,0.36065573770491804
ecom_54023,ecommerce,1.0,male,0.5975,0.459675682328687,2.0,1,1,1,0.01639344262295082
ecom_54024,ecommerce,10.0,female,0.5375,0.6096802978553185,2.0,0,1,1,0.16393442622950818
ecom_54025,ecommerce,1.0,female,0.7100000000000001,0.5315240468937505,8.0,0,1,0,0.01639344262295082
ecom_54026,ecommerce,13.0,male,0.47624999999999995,0.5046924520754484,3.0,0,1,0,0.21311475409836064
ecom_54027,ecommerce,29.0,male,0.5975,0.4665374319209822,2.0,0,1,0,0.47540983606557374
ecom_54028,ecommerce,2.0,female,0.5375,0.4725068463645035,2.0,0,1,0,0.03278688524590164
ecom_54029,ecommerce,1.0,male,0.45749999999999996,0.41788978122403764,2.0,0,1,1,0.01639344262295082
ecom_54030,ecommerce,1.0,male,0.5375,0.46069109818763654,2.0,1,1,1,0.01639344262295082
ecom_54031,ecommerce,10.0,female,0.5975,0.5591864365057386,2.0,1,1,0,0.16393442622950818
ecom_54032,ecommerce,5.0,male,0.45749999999999996,0.5137696544509062,2.0,0,1,0,0.08196721311475409
ecom_54033,ecommerce,8.0,male,0.5375,0.6834979537831933,2.0,1,0,0,0.13114754098360656
ecom_54034,ecommerce,3.0,male,0.45749999999999996,0.4480753253946275,2.0,0,1,0,0.04918032786885246
ecom_54035,ecommerce,11.0,male,0.5375,0.5164466598972276,2.0,1,1,0,0.18032786885245902
ecom_54036,ecommerce,9.0,female,0.5175,0.5319548293793654,2.0,1,1,0,0.14754098360655737
ecom_54037,ecommerce,19.0,female,0.635,0.566355887873473,4.0,0,1,0,0.3114754098360656
ecom_54038,ecommerce,10.0,male,0.5975,0.5042001292347457,2.0,0,1,0,0.16393442622950818
ecom_54039,ecommerce,14.0,male,0.725,0.902273916120496,12.0,0,1,0,0.22950819672131148
ecom_54040,ecommerce,1.0,female,0.5175,0.47487615003538575,2.0,1,1,0,0.01639344262295082
ecom_54041,ecommerce,1.0,female,0.33749999999999997,0.5846333733345641,2.0,0,1,0,0.01639344262295082
ecom_54042,ecommerce,22.0,female,0.5137499999999999,0.9130742484384134,5.0,0,1,0,0.36065573770491804
ecom_54043,ecommerce,18.0,male,0.43625,0.539493522877627,3.0,0,1,0,0.29508196721311475
ecom_54044,ecommerce,1.0,male,0.615,0.455614018892889,4.0,1,1,1,0.01639344262295082
ecom_54045,ecommerce,20.0,male,0.5375,0.46422966860518783,2.0,0,1,1,0.32786885245901637
ecom_54046,ecommerce,10.0,male,0.5175,0.5540785870334471,2.0,0,1,0,0.16393442622950818
ecom_54047,ecommerce,15.0,female,0.45749999999999996,0.5198006092495153,2.0,0,1,0,0.2459016393442623
ecom_54048,ecommerce,16.0,male,0.42,0.7953475491553587,0.0,0,1,0,0.26229508196721313
ecom_54049,ecommerce,5.0,female,0.45749999999999996,0.5871872980707099,2.0,1,1,0,0.08196721311475409
ecom_54050,ecommerce,8.0,female,0.5975,0.6339579679374749,2.0,1,1,0,0.13114754098360656
ecom_54051,ecommerce,5.0,female,0.43625,0.5070309855687867,3.0,0,1,0,0.08196721311475409
ecom_54052,ecommerce,1.0,male,0.53,0.4629065509707991,8.0,0,1,0,0.01639344262295082
ecom_54053,ecommerce,19.0,male,0.45749999999999996,0.5507554078587034,2.0,0,1,0,0.3114754098360656
ecom_54054,ecommerce,7.0,male,0.45749999999999996,0.5534631834825687,2.0,0,1,0,0.11475409836065574
ecom_54055,ecommerce,2.0,male,0.5175,0.594910612634235,2.0,1,1,0,0.03278688524590164
ecom_54056,ecommerce,1.0,male,0.33749999999999997,0.4181974829994769,2.0,0,1,1,0.01639344262295082
ecom_54057,ecommerce,13.0,female,0.5775,0.5611249576910059,2.0,0,1,0,0.21311475409836064
ecom_54058,ecommerce,1.0,male,0.45749999999999996,0.4531216345118311,2.0,0,1,0,0.01639344262295082
ecom_54059,ecommerce,8.0,male,0.61125,0.561463429643989,7.0,1,1,0,0.13114754098360656
ecom_54060,ecommerce,1.0,female,0.47624999999999995,0.6878365488168866,3.0,1,0,1,0.01639344262295082
ecom_54061,ecommerce,21.0,male,0.5375,0.5528477799316901,2.0,0,1,0,0.3442622950819672
ecom_54062,ecommerce,30.0,female,0.5175,0.5501707744853688,2.0,0,1,0,0.4918032786885246
ecom_54063,ecommerce,13.0,male,0.57,0.54312440382781,8.0,0,1,0,0.21311475409836064
ecom_54064,ecommerce,12.0,female,0.5175,0.4502600080002462,2.0,1,1,0,0.19672131147540983
ecom_54065,ecommerce,31.0,female,0.5375,0.9346441428967045,2.0,1,1,0,0.5081967213114754
ecom_54066,ecommerce,1.0,female,0.33749999999999997,0.45946029108587955,2.0,1,1,1,0.01639344262295082
ecom_54067,ecommerce,12.0,male,0.5375,0.5314317363611188,2.0,0,1,0,0.19672131147540983
ecom_54068,ecommerce,23.0,male,0.5137499999999999,0.9742145912181913,5.0,0,1,0,0.3770491803278688
ecom_54069,ecommerce,16.0,male,0.5375,0.5411551124649989,2.0,1,1,0,0.26229508196721313
ecom_54070,ecommerce,1.0,female,0.5175,0.47272223760731097,2.0,0,1,1,0.01639344262295082
ecom_54071,ecommerce,9.0,male,0.5375,0.07692544385981107,2.0,0,1,0,0.14754098360655737
ecom_54072,ecommerce,2.0,male,0.45749999999999996,0.4505984799532293,2.0,0,1,0,0.03278688524590164
ecom_54073,ecommerce,5.0,male,0.47624999999999995,0.47893781347118375,3.0,1,1,0,0.08196721311475409
ecom_54074,ecommerce,10.0,male,0.41750000000000004,0.47109141819748296,2.0,0,1,0,0.16393442622950818
ecom_54075,ecommerce,8.0,male,0.47624999999999995,0.68888273485338,3.0,0,0,0,0.13114754098360656
ecom_54076,ecommerce,8.0,male,0.45749999999999996,0.6501123111480354,2.0,0,0,0,0.13114754098360656
ecom_54077,ecommerce,1.0,male,0.65,0.47284531831748666,8.0,0,1,0,0.01639344262295082
ecom_54078,ecommerce,3.0,male,0.45749999999999996,0.5499553832425612,2.0,0,1,0,0.04918032786885246
ecom_54079,ecommerce,6.0,female,0.45749999999999996,0.5897719929843994,2.0,0,1,0,0.09836065573770492
ecom_54080,ecommerce,5.0,male,0.70875,0.5385704175513093,9.0,0,1,0,0.08196721311475409
ecom_54081,ecommerce,1.0,male,0.5175,0.4574602295455244,2.0,0,1,1,0.01639344262295082
ecom_54082,ecommerce,12.0,male,0.5175,0.4725683867195914,2.0,0,1,0,0.19672131147540983
ecom_54083,ecommerce,9.0,female,0.45749999999999996,0.544755223237638,2.0,1,1,0,0.14754098360655737
ecom_54084,ecommerce,1.0,male,0.45749999999999996,0.5109387981168652,2.0,0,1,0,0.01639344262295082
ecom_54085,ecommerce,6.0,male,0.5175,0.6824517677466998,2.0,0,0,0,0.09836065573770492
ecom_54086,ecommerce,1.0,male,0.5375,0.5574633065632788,2.0,1,1,1,0.01639344262295082
ecom_54087,ecommerce,17.0,male,0.55625,0.7061140342779777,3.0,1,0,1,0.2786885245901639
ecom_54088,ecommerce,28.0,female,0.55625,0.4737684236438044,3.0,0,1,0,0.45901639344262296
ecom_54089,ecommerce,7.0,male,0.47624999999999995,0.5682636388811964,3.0,0,1,0,0.11475409836065574
ecom_54090,ecommerce,17.0,male,0.3775,0.6157112526539278,2.0,0,1,0,0.2786885245901639
ecom_54091,ecommerce,12.0,male,0.45749999999999996,0.4766608203329333,2.0,1,1,0,0.19672131147540983
ecom_54092,ecommerce,29.0,male,0.41750000000000004,0.9888304255515554,2.0,1,1,0,0.47540983606557374
ecom_54093,ecommerce,5.0,female,0.5775,0.419366749746146,2.0,1,1,0,0.08196721311475409
ecom_54094,ecommerce,13.0,male,0.5,0.7951321579125512,0.0,0,1,0,0.21311475409836064
ecom_54095,ecommerce,16.0,male,0.5549999999999999,0.5179236284193359,4.0,0,1,0,0.26229508196721313
ecom_54096,ecommerce,5.0,female,0.42,0.7240530477860857,0.0,0,1,0,0.08196721311475409
ecom_54097,ecommerce,28.0,female,0.5375,0.5212468075940798,2.0,1,1,0,0.45901639344262296
ecom_54098,ecommerce,1.0,male,0.5175,0.5266931290193544,2.0,0,1,0,0.01639344262295082
ecom_54099,ecommerce,1.0,male,0.5375,0.4660758792578233,2.0,0,1,0,0.01639344262295082
ecom_54100,ecommerce,14.0,female,0.6875,0.5791870519092894,10.0,0,1,0,0.22950819672131148
ecom_54101,ecommerce,14.0,female,0.6125,0.5593095172159144,6.0,0,1,0,0.22950819672131148
ecom_54102,ecommerce,1.0,female,0.45749999999999996,0.4519215975876181,2.0,0,1,0,0.01639344262295082
ecom_54103,ecommerce,4.0,male,0.5375,0.4999538447336841,2.0,0,1,0,0.06557377049180328
ecom_54104,ecommerce,1.0,male,0.45749999999999996,0.5070002153912428,2.0,1,1,0,0.01639344262295082
ecom_54105,ecommerce,21.0,male,0.66375,0.6502661620357549,13.0,0,0,0,0.3442622950819672
ecom_54106,ecommerce,7.0,male,0.5175,0.44641373580725563,2.0,0,1,0,0.11475409836065574
ecom_54107,ecommerce,12.0,male,0.5325,0.5212468075940798,6.0,0,1,0,0.19672131147540983
ecom_54108,ecommerce,5.0,male,0.45749999999999996,0.4789993538262715,2.0,0,1,0,0.08196721311475409
ecom_54109,ecommerce,12.0,male,0.7100000000000001,0.5483553340102773,8.0,0,1,0,0.19672131147540983
ecom_54110,ecommerce,16.0,male,0.45749999999999996,0.5510938798116864,2.0,1,1,0,0.26229508196721313
ecom_54111,ecommerce,15.0,male,0.5375,0.4702298532262531,2.0,0,1,0,0.2459016393442623
ecom_54112,ecommerce,21.0,female,0.5,0.7525462321917598,0.0,0,1,0,0.3442622950819672
ecom_54113,ecommerce,9.0,male,0.47624999999999995,0.4664758915658943,3.0,1,1,0,0.14754098360655737
ecom_54114,ecommerce,1.0,male,0.5375,0.4884765685098003,2.0,0,1,0,0.01639344262295082
ecom_54115,ecommerce,9.0,male,0.45749999999999996,0.541493584417982,2.0,0,1,0,0.14754098360655737
ecom_54116,ecommerce,7.0,female,0.66875,0.11384965691252039,9.0,1,1,0,0.11475409836065574
ecom_54117,ecommerce,6.0,female,0.57375,0.47192221299116893,5.0,0,1,0,0.09836065573770492
ecom_54118,ecommerce,14.0,male,0.45749999999999996,0.4586602664697375,2.0,0,1,0,0.22950819672131148
ecom_54119,ecommerce,6.0,male,0.6162500000000001,0.4544447521462199,3.0,0,1,0,0.09836065573770492
ecom_54120,ecommerce,13.0,male,0.45749999999999996,0.511031108649497,2.0,0,1,0,0.21311475409836064
ecom_54121,ecommerce,12.0,female,0.54,0.7909781839441213,0.0,0,1,0,0.19672131147540983
ecom_54122,ecommerce,6.0,female,0.5325,0.7053140096618358,6.0,0,0,0,0.09836065573770492
ecom_54123,ecommerce,11.0,female,0.43125,0.8075325394627527,7.0,1,1,0,0.18032786885245902
ecom_54124,ecommerce,1.0,female,0.45749999999999996,0.5356164805070925,2.0,1,1,0,0.01639344262295082
ecom_54125,ecommerce,26.0,male,0.45749999999999996,0.49176897750700016,2.0,0,1,0,0.4262295081967213
ecom_54126,ecommerce,18.0,male,0.45749999999999996,0.4595833717960553,2.0,1,1,0,0.29508196721311475
ecom_54127,ecommerce,1.0,male,0.45749999999999996,0.45786024185359553,2.0,1,1,0,0.01639344262295082
ecom_54128,ecommerce,13.0,male,0.45749999999999996,0.982522539155051,2.0,0,1,0,0.21311475409836064
ecom_54129,ecommerce,1.0,male,0.45749999999999996,0.4397058371026801,2.0,0,1,1,0.01639344262295082
ecom_54130,ecommerce,10.0,female,0.635,0.6198344564448136,4.0,0,1,0,0.16393442622950818
ecom_54131,ecommerce,10.0,female,0.5375,0.5425090002769316,2.0,0,1,0,0.16393442622950818
ecom_54132,ecommerce,30.0,male,0.45749999999999996,0.5786639588910428,2.0,0,1,0,0.4918032786885246
ecom_54133,ecommerce,1.0,male,0.47624999999999995,0.5319240592018216,3.0,1,1,1,0.01639344262295082
ecom_54134,ecommerce,16.0,male,0.5137499999999999,0.9655681713283486,5.0,0,1,0,0.26229508196721313
ecom_54135,ecommerce,20.0,male,0.6875,0.45659866457429454,10.0,0,1,1,0.32786885245901637
ecom_54136,ecommerce,15.0,female,0.48,0.8021785285701097,0.0,0,1,0,0.2459016393442623
ecom_54137,ecommerce,8.0,female,0.5975,0.5911566509738762,2.0,0,1,0,0.13114754098360656
ecom_54138,ecommerce,10.0,male,0.765,0.5509707991015108,12.0,0,1,0,0.16393442622950818
ecom_54139,ecommerce,15.0,male,0.5175,0.6596510661866518,2.0,0,0,0,0.2459016393442623
ecom_54140,ecommerce,6.0,male,0.5375,0.459675682328687,2.0,0,1,0,0.09836065573770492
ecom_54141,ecommerce,9.0,female,0.45749999999999996,0.6565432782547155,2.0,1,0,0,0.14754098360655737
ecom_54142,ecommerce,12.0,female,0.5375,0.5490322779162435,2.0,0,1,0,0.19672131147540983
ecom_54143,ecommerce,14.0,male,0.5375,0.5916489738145789,2.0,0,1,1,0.22950819672131148
ecom_54144,ecommerce,10.0,female,0.5975,0.5893104403212407,2.0,0,1,0,0.16393442622950818
ecom_54145,ecommerce,19.0,female,0.45749999999999996,0.5338625803870888,2.0,0,1,0,0.3114754098360656
ecom_54146,ecommerce,14.0,male,0.53625,0.4710606480199391,3.0,0,1,0,0.22950819672131148
ecom_54147,ecommerce,9.0,male,0.5375,0.5596787593464414,2.0,1,1,0,0.14754098360655737
ecom_54148,ecommerce,14.0,female,0.5375,0.4461983445644481,2.0,0,1,0,0.22950819672131148
ecom_54149,ecommerce,9.0,female,0.6575000000000001,0.4762300378473184,2.0,0,1,0,0.14754098360655737
ecom_54150,ecommerce,3.0,male,0.5175,0.5084771839133512,2.0,1,1,0,0.04918032786885246
ecom_54151,ecommerce,3.0,female,0.5975,0.5010923413028093,2.0,0,1,0,0.04918032786885246
ecom_54152,ecommerce,14.0,male,0.48,0.7186067263608111,0.0,1,1,1,0.22950819672131148
ecom_54153,ecommerce,13.0,female,0.48,0.7548232253300101,0.0,0,1,0,0.21311475409836064
ecom_54154,ecommerce,5.0,male,0.5375,0.6903597033754885,2.0,0,0,0,0.08196721311475409
ecom_54155,ecommerce,1.0,female,0.4375,0.4758915658943352,2.0,0,1,0,0.01639344262295082
ecom_54156,ecommerce,10.0,male,0.33749999999999997,0.46373734576448505,2.0,0,1,0,0.16393442622950818
ecom_54157,ecommerce,13.0,male,0.5175,0.6920520631404042,2.0,0,0,0,0.21311475409836064
ecom_54158,ecommerce,1.0,male,0.33749999999999997,0.5736176497738391,2.0,1,1,0,0.01639344262295082
ecom_54159,ecommerce,23.0,male,0.5975,0.550478476260808,2.0,0,1,0,0.3770491803278688
ecom_54160,ecommerce,8.0,male,0.33749999999999997,0.5201390812024985,2.0,0,1,0,0.13114754098360656
ecom_54161,ecommerce,5.0,female,0.5375,0.5690328933197945,2.0,1,1,1,0.08196721311475409
ecom_54162,ecommerce,23.0,male,0.5975,0.5424782300993877,2.0,0,1,0,0.3770491803278688
ecom_54163,ecommerce,1.0,male,0.5975,0.44893689036585743,2.0,1,1,1,0.01639344262295082
ecom_54164,ecommerce,7.0,female,0.495,0.47413766577433153,4.0,1,1,0,0.11475409836065574
ecom_54165,ecommerce,1.0,male,0.47624999999999995,0.49133819502138526,3.0,0,1,0,0.01639344262295082
ecom_54166,ecommerce,6.0,male,0.575,0.4790301240038155,4.0,0,1,0,0.09836065573770492
ecom_54167,ecommerce,31.0,female,0.33749999999999997,0.4667835933413335,2.0,1,1,0,0.5081967213114754
ecom_54168,ecommerce,4.0,male,0.5375,0.46749130742484385,2.0,0,1,0,0.06557377049180328
ecom_54169,ecommerce,12.0,male,0.5175,0.6777439305824794,2.0,0,0,0,0.19672131147540983
ecom_54170,ecommerce,10.0,male,0.65,0.5457706390965876,8.0,0,1,0,0.16393442622950818
ecom_54171,ecommerce,9.0,male,0.33749999999999997,0.459275670020616,2.0,0,1,0,0.14754098360655737
ecom_54172,ecommerce,3.0,female,0.5175,0.5136465737407305,2.0,1,1,0,0.04918032786885246
ecom_54173,ecommerce,5.0,male,0.5137499999999999,0.4741992061294194,5.0,0,1,0,0.08196721311475409
ecom_54174,ecommerce,8.0,male,0.5375,0.4665066617434383,2.0,0,1,0,0.13114754098360656
ecom_54175,ecommerce,1.0,male,0.5175,0.4470291393581341,2.0,1,1,1,0.01639344262295082
ecom_54176,ecommerce,3.0,female,0.46875,0.6917135911874212,9.0,0,0,0,0.04918032786885246
ecom_54177,ecommerce,6.0,male,0.41750000000000004,0.4861072648389181,2.0,1,1,0,0.09836065573770492
ecom_54178,ecommerce,1.0,male,0.41750000000000004,0.4749376903904735,2.0,1,1,0,0.01639344262295082
ecom_54179,ecommerce,27.0,female,0.635,0.8593187482691774,4.0,0,1,0,0.4426229508196721
ecom_54180,ecommerce,12.0,male,0.45749999999999996,0.5059847995322933,2.0,1,1,0,0.19672131147540983
ecom_54181,ecommerce,1.0,female,0.41750000000000004,0.5080464014277363,2.0,0,1,0,0.01639344262295082
ecom_54182,ecommerce,1.0,male,0.5175,0.48946121419120586,2.0,0,1,1,0.01639344262295082
ecom_54183,ecommerce,8.0,female,0.42,0.7536847287608849,0.0,0,1,0,0.13114754098360656
ecom_54184,ecommerce,1.0,male,0.5375,0.4225360780331702,2.0,0,1,0,0.01639344262295082
ecom_54185,ecommerce,1.0,male,0.45749999999999996,0.4757069448290716,2.0,0,1,1,0.01639344262295082
ecom_54186,ecommerce,27.0,female,0.5137499999999999,0.9721529893227484,5.0,0,1,0,0.4426229508196721
ecom_54187,ecommerce,1.0,female,0.7512500000000001,0.5052155450936952,7.0,1,1,1,0.01639344262295082
ecom_54188,ecommerce,16.0,male,0.5137499999999999,0.5946336810363395,5.0,0,1,0,0.26229508196721313
ecom_54189,ecommerce,18.0,female,0.5925,0.6999599987691928,6.0,0,0,0,0.29508196721311475
ecom_54190,ecommerce,20.0,female,0.47624999999999995,0.9676297732237915,3.0,0,1,0,0.32786885245901637
ecom_54191,ecommerce,7.0,male,0.5375,0.46142958244869076,2.0,0,1,0,0.11475409836065574
ecom_54192,ecommerce,18.0,male,0.45749999999999996,0.5835564171205267,2.0,1,1,0,0.29508196721311475
ecom_54193,ecommerce,4.0,male,0.5175,0.45250623096095266,2.0,0,1,0,0.06557377049180328
ecom_54194,ecommerce,3.0,male,0.45749999999999996,0.44881380965568174,2.0,0,1,1,0.04918032786885246
ecom_54195,ecommerce,1.0,male,0.55625,0.4551832364072741,3.0,1,1,1,0.01639344262295082
ecom_54196,ecommerce,17.0,female,0.41750000000000004,0.4660143389027354,2.0,0,1,0,0.2786885245901639
ecom_54197,ecommerce,14.0,male,0.5175,0.46718360564940464,2.0,1,1,1,0.22950819672131148
ecom_54198,ecommerce,9.0,female,0.55625,0.4465983568725191,3.0,0,1,0,0.14754098360655737
ecom_54199,ecommerce,10.0,female,0.5175,0.48983045632173294,2.0,1,1,0,0.16393442622950818
ecom_54200,ecommerce,7.0,female,0.33749999999999997,0.550047693775193,2.0,0,1,0,0.11475409836065574
ecom_54201,ecommerce,9.0,male,0.5375,0.44465983568725187,2.0,0,1,0,0.14754098360655737
ecom_54202,ecommerce,1.0,female,0.45749999999999996,0.4566602049293824,2.0,0,1,0,0.01639344262295082
ecom_54203,ecommerce,1.0,male,0.5775,0.4551832364072741,2.0,0,1,1,0.01639344262295082
ecom_54204,ecommerce,1.0,male,0.45749999999999996,0.6531277885473399,2.0,0,0,0,0.01639344262295082
ecom_54205,ecommerce,4.0,female,0.495,0.5080464014277363,4.0,0,1,0,0.06557377049180328
ecom_54206,ecommerce,5.0,female,0.72,0.9860303393950582,16.0,0,1,1,0.08196721311475409
ecom_54207,ecommerce,8.0,male,0.66875,0.5251853903197021,9.0,0,1,0,0.13114754098360656
ecom_54208,ecommerce,11.0,male,0.5375,0.47761469583679494,2.0,0,1,0,0.18032786885245902
ecom_54209,ecommerce,20.0,male,0.5375,0.5622326840825871,2.0,1,1,0,0.32786885245901637
ecom_54210,ecommerce,9.0,male,0.33749999999999997,0.4544447521462199,2.0,0,1,0,0.14754098360655737
ecom_54211,ecommerce,12.0,male,0.5975,0.5502015446629127,2.0,1,1,1,0.19672131147540983
ecom_54212,ecommerce,1.0,male,0.47624999999999995,0.4905074002276993,3.0,1,1,1,0.01639344262295082
ecom_54213,ecommerce,18.0,female,0.5375,0.5524477676236191,2.0,1,1,0,0.29508196721311475
ecom_54214,ecommerce,9.0,male,0.6162500000000001,0.6887596541432044,3.0,1,0,0,0.14754098360655737
ecom_54215,ecommerce,1.0,female,0.5175,0.5125388473491491,2.0,1,1,0,0.01639344262295082
ecom_54216,ecommerce,7.0,female,0.5,0.7987322686851902,0.0,1,1,0,0.11475409836065574
ecom_54217,ecommerce,9.0,male,0.5375,0.6636819594449059,2.0,0,0,0,0.14754098360655737
ecom_54218,ecommerce,9.0,female,0.39625,0.508138711960368,3.0,1,1,0,0.14754098360655737
ecom_54219,ecommerce,5.0,male,0.45749999999999996,0.5666328194713683,2.0,0,1,0,0.08196721311475409
ecom_54220,ecommerce,11.0,male,0.5175,0.5690328933197945,2.0,0,1,0,0.18032786885245902
ecom_54221,ecommerce,6.0,male,0.57,0.5742330533247176,8.0,1,1,0,0.09836065573770492
ecom_54222,ecommerce,12.0,female,0.6074999999999999,0.4586602664697375,10.0,0,1,0,0.19672131147540983
ecom_54223,ecommerce,24.0,female,0.7424999999999999,0.961260346472199,14.0,1,1,0,0.39344262295081966
ecom_54224,ecommerce,31.0,female,0.7300000000000001,0.6196190652020062,8.0,0,1,0,0.5081967213114754
ecom_54225,ecommerce,10.0,female,0.66375,0.6952829317825164,13.0,0,0,0,0.16393442622950818
ecom_54226,ecommerce,29.0,female,0.45749999999999996,0.8386719591372042,2.0,1,1,0,0.47540983606557374
ecom_54227,ecommerce,10.0,male,0.5975,0.5846026031570202,2.0,0,1,0,0.16393442622950818
ecom_54228,ecommerce,19.0,male,0.45749999999999996,0.6838364257361765,2.0,0,0,0,0.3114754098360656
ecom_54229,ecommerce,9.0,male,0.5375,0.4521369888304255,2.0,0,1,0,0.14754098360655737
ecom_54230,ecommerce,1.0,male,0.5975,0.4888765808178713,2.0,1,1,1,0.01639344262295082
ecom_54231,ecommerce,31.0,female,0.5175,0.5530324009969537,2.0,0,1,0,0.5081967213114754
ecom_54232,ecommerce,3.0,male,0.5375,0.46779900920028306,2.0,0,1,0,0.04918032786885246
ecom_54233,ecommerce,5.0,male,0.45749999999999996,0.46158343333641033,2.0,0,1,0,0.08196721311475409
ecom_54234,ecommerce,6.0,male,0.5375,0.5760177236222652,2.0,0,1,0,0.09836065573770492
ecom_54235,ecommerce,10.0,female,0.33749999999999997,0.4781070186774977,2.0,0,1,0,0.16393442622950818
ecom_54236,ecommerce,5.0,female,0.5375,0.520754484753377,2.0,0,1,0,0.08196721311475409
ecom_54237,ecommerce,9.0,male,0.53625,0.5173082248684575,3.0,0,1,0,0.14754098360655737
ecom_54238,ecommerce,19.0,male,0.42,0.7921782208683343,0.0,1,1,0,0.3114754098360656
ecom_54239,ecommerce,11.0,male,0.3775,0.8050709252592387,2.0,0,1,0,0.18032786885245902
ecom_54240,ecommerce,20.0,male,0.5375,0.5391242807471,2.0,1,1,0,0.32786885245901637
ecom_54241,ecommerce,4.0,male,0.5549999999999999,0.5423551493892119,4.0,1,1,0,0.06557377049180328
ecom_54242,ecommerce,9.0,male,0.4375,0.4725991568971353,2.0,0,1,0,0.14754098360655737
ecom_54243,ecommerce,29.0,male,0.5375,0.6996830671712975,2.0,0,0,0,0.47540983606557374
ecom_54244,ecommerce,12.0,female,0.6575000000000001,0.5486014954306286,2.0,1,1,0,0.19672131147540983
ecom_54245,ecommerce,8.0,male,0.5375,0.5177082371765285,2.0,0,1,0,0.13114754098360656
ecom_54246,ecommerce,30.0,male,0.5775,0.6080187082679467,2.0,0,1,0,0.4918032786885246
ecom_54247,ecommerce,1.0,male,0.5375,0.4560755715560479,2.0,0,1,0,0.01639344262295082
ecom_54248,ecommerce,25.0,male,0.5375,0.44847533770269854,2.0,0,1,0,0.4098360655737705
ecom_54249,ecommerce,4.0,male,0.84625,0.5123849964614297,11.0,0,1,0,0.06557377049180328
ecom_54250,ecommerce,10.0,male,0.65375,0.6806055570940645,5.0,0,0,1,0.16393442622950818
ecom_54251,ecommerce,14.0,male,0.56,0.8001169266746668,0.0,0,1,0,0.22950819672131148
ecom_54252,ecommerce,25.0,male,0.5375,0.5520477553155482,2.0,1,1,0,0.4098360655737705
ecom_54253,ecommerce,4.0,female,0.6162500000000001,0.5449090741253577,3.0,1,1,0,0.06557377049180328
ecom_54254,ecommerce,20.0,male,0.48,0.7130373242253608,0.0,1,1,0,0.32786885245901637
ecom_54255,ecommerce,6.0,male,0.5325,0.5387858087941167,6.0,0,1,0,0.09836065573770492
ecom_54256,ecommerce,28.0,female,0.42,0.8015323548416874,0.0,0,1,0,0.45901639344262296
ecom_54257,ecommerce,1.0,female,0.45749999999999996,0.5384473368411336,2.0,0,1,0,0.01639344262295082
ecom_54258,ecommerce,2.0,male,0.45749999999999996,0.5145081387119603,2.0,0,1,0,0.03278688524590164
ecom_54259,ecommerce,31.0,male,0.45749999999999996,0.8114711221883751,2.0,0,1,0,0.5081967213114754
ecom_54260,ecommerce,18.0,male,0.5375,0.447459921843749,2.0,0,1,0,0.29508196721311475
ecom_54261,ecommerce,1.0,male,0.5375,0.44841379734761067,2.0,1,1,1,0.01639344262295082
ecom_54262,ecommerce,6.0,male,0.5375,0.47558386411889597,2.0,0,1,0,0.09836065573770492
ecom_54263,ecommerce,1.0,female,0.5975,0.4746607587925782,2.0,1,1,1,0.01639344262295082
ecom_54264,ecommerce,8.0,female,0.47624999999999995,0.5326010031077879,3.0,0,1,0,0.13114754098360656
ecom_54265,ecommerce,11.0,male,0.5975,0.5434936459583372,2.0,0,1,0,0.18032786885245902
ecom_54266,ecommerce,31.0,female,0.53625,0.9644604449367673,3.0,0,1,0,0.5081967213114754
ecom_54267,ecommerce,24.0,female,0.5375,0.9437828856272501,2.0,1,1,0,0.39344262295081966
ecom_54268,ecommerce,1.0,male,0.5175,0.5613711191113573,2.0,1,1,1,0.01639344262295082
ecom_54269,ecommerce,1.0,male,0.6162500000000001,0.47352226222345295,3.0,0,1,0,0.01639344262295082
ecom_54270,ecommerce,1.0,female,0.45749999999999996,0.4729683990276624,2.0,0,1,0,0.01639344262295082
ecom_54271,ecommerce,25.0,female,0.64375,0.6149112280377858,13.0,0,1,0,0.4098360655737705
