customer_ref,source_industry,churn,tenure_score,gender,engagement_score,monetary_value,product_or_service_count,support_friction,is_active
ecom_01314,ecommerce,1,0.1475409836065573,1,0.4,0.362780393242869,3,0,0
ecom_01315,ecommerce,0,0.1475409836065573,0,0.6,0.5429090125850026,4,0,1
ecom_01316,ecommerce,0,0.1475409836065573,0,0.6,0.4655835564171205,3,0,1
ecom_01317,ecommerce,0,0.4754098360655737,1,0.4,0.5017385150312317,3,0,1
ecom_01318,ecommerce,1,0.0,1,0.4,0.4549986153420105,3,1,0
ecom_01319,ecommerce,0,0.2459016393442623,1,0.4,0.8886427274685375,3,0,1
ecom_01320,ecommerce,1,0.3114754098360656,1,0.6,0.3796732207144834,3,0,0
ecom_01321,ecommerce,0,0.2295081967213114,0,0.4,0.7252530847102987,4,0,1
ecom_01322,ecommerce,0,0.1147540983606557,0,0.6,0.514231207114065,4,0,1
ecom_01323,ecommerce,0,0.1475409836065573,1,0.4,0.4740453552416997,5,0,1
ecom_01324,ecommerce,0,0.2295081967213114,1,0.4,0.5827256223268408,4,0,1
ecom_01325,ecommerce,0,0.081967213114754,1,0.6,0.3827502384688759,3,0,1
ecom_01326,ecommerce,0,0.1311475409836065,0,0.4,0.5796178343949044,3,1,1
ecom_01327,ecommerce,0,0.180327868852459,0,0.6,0.4721068340564325,3,0,1
ecom_01328,ecommerce,1,0.2131147540983606,1,0.6,0.5147235299547678,3,0,0
ecom_01329,ecommerce,0,0.1475409836065573,0,0.6,0.5123849964614297,4,0,1
ecom_01330,ecommerce,0,0.2950819672131147,0,0.4,0.4569371365272777,3,0,1
ecom_01331,ecommerce,0,0.2131147540983606,1,0.6,0.394135204160128,4,0,1
ecom_01332,ecommerce,0,0.1311475409836065,1,0.6,0.4827533154866303,3,1,1
ecom_01333,ecommerce,0,0.1475409836065573,0,0.6,0.369272900704637,3,0,1
ecom_01334,ecommerce,0,0.1311475409836065,0,0.6,0.3993045939875073,5,0,1
ecom_01335,ecommerce,0,0.0327868852459016,1,0.4,0.4315517400535401,4,1,1
ecom_01336,ecommerce,0,0.0327868852459016,0,0.6,0.4241668974429982,4,0,1
ecom_01337,ecommerce,1,0.2131147540983606,1,0.4,0.6416812825010001,4,1,0
ecom_01338,ecommerce,0,0.1967213114754098,0,0.4,0.6778977814701991,4,0,1
ecom_01339,ecommerce,0,0.0655737704918032,1,0.6,0.6134342595156774,3,0,1
ecom_01340,ecommerce,0,0.0,0,0.6,0.3989661220345241,4,0,1
ecom_01341,ecommerce,0,0.1475409836065573,1,0.4,0.386811901904674,1,0,1
ecom_01342,ecommerce,0,0.1967213114754098,1,0.4,0.6151266192805932,4,0,1
ecom_01343,ecommerce,0,0.0,1,0.4,0.4966922059140281,1,1,1
ecom_01344,ecommerce,0,0.360655737704918,1,0.6,0.4735530324009969,4,0,1
ecom_01345,ecommerce,0,0.1147540983606557,1,0.4,0.4432136373426874,1,0,1
ecom_01346,ecommerce,1,0.0655737704918032,0,0.6,0.4921074494599834,3,1,0
ecom_01347,ecommerce,0,0.360655737704918,1,0.6,0.4655527862395766,4,0,1
ecom_01348,ecommerce,1,0.1475409836065573,1,0.6,0.3720114465060463,4,1,0
ecom_01349,ecommerce,0,0.0983606557377049,0,0.6,0.3972122219145204,3,1,1
ecom_01350,ecommerce,0,0.0,1,0.4,0.4144127511615742,3,0,1
ecom_01351,ecommerce,0,0.081967213114754,1,0.6,0.4021046801440044,3,0,1
ecom_01352,ecommerce,0,0.4918032786885246,0,0.6,0.3898581494815225,1,1,1
ecom_01353,ecommerce,0,0.0491803278688524,1,0.6,0.3905658635650327,3,0,1
ecom_01354,ecommerce,0,0.180327868852459,1,0.4,0.6008184867226684,4,0,1
ecom_01355,ecommerce,0,0.1475409836065573,1,0.6,0.4688451952367765,3,0,1
ecom_01356,ecommerce,0,0.1311475409836065,1,0.4,0.3823502261608049,1,0,1
ecom_01357,ecommerce,0,0.0327868852459016,0,0.4,0.4367211298809194,4,1,1
ecom_01358,ecommerce,0,0.0655737704918032,1,0.6,0.3972737622696083,3,0,1
ecom_01359,ecommerce,0,0.1147540983606557,1,0.6,0.3895812178836272,3,0,1
ecom_01360,ecommerce,1,0.1475409836065573,1,0.4,0.370103695498323,4,1,0
ecom_01361,ecommerce,0,0.0327868852459016,0,0.4,0.6147881473276101,1,0,1
ecom_01362,ecommerce,0,0.081967213114754,1,0.6,0.409181820979107,1,1,1
ecom_01363,ecommerce,0,0.0,1,0.6,0.3980122465306625,1,1,1
ecom_01364,ecommerce,0,0.4262295081967213,0,0.6,0.7823933044093664,4,0,1
ecom_01365,ecommerce,0,0.180327868852459,1,0.4,0.4290593556724822,3,1,1
ecom_01366,ecommerce,0,0.0,0,0.6,0.4311209575679252,1,0,1
ecom_01367,ecommerce,1,0.0,1,0.4,0.4125357703313947,4,0,0
ecom_01368,ecommerce,0,0.1147540983606557,0,0.4,0.6767592849010738,3,0,1
ecom_01369,ecommerce,0,0.1475409836065573,1,0.6,0.3456106341733591,3,0,1
ecom_01370,ecommerce,1,0.0,1,0.6,0.3987815009692605,3,0,0
ecom_01371,ecommerce,0,0.4262295081967213,0,0.4,0.8952275454629373,3,0,1
ecom_01372,ecommerce,1,0.0,0,0.6,0.4282901012338841,5,1,0
ecom_01373,ecommerce,0,0.2459016393442623,1,0.4,0.5177082371765285,3,0,1
ecom_01374,ecommerce,0,0.2786885245901639,0,0.4,0.6230345549093818,4,0,1
ecom_01375,ecommerce,0,0.3114754098360656,0,0.4,0.8907043293639805,3,0,1
ecom_01376,ecommerce,0,0.0983606557377049,1,0.6,0.3845041385888796,3,0,1
ecom_01377,ecommerce,0,0.2786885245901639,1,0.4,0.5066309732607157,3,1,1
ecom_01378,ecommerce,0,0.1475409836065573,1,0.4,0.3755807871011415,4,0,1
ecom_01379,ecommerce,1,0.1475409836065573,1,0.4,0.3718883657958707,3,0,0
ecom_01380,ecommerce,1,0.1475409836065573,1,0.6,0.378257792547463,3,1,0
ecom_01381,ecommerce,0,0.2622950819672131,0,0.6,0.3890888950429244,1,0,1
ecom_01382,ecommerce,1,0.2131147540983606,1,0.6,0.3902581617895935,4,1,0
ecom_01383,ecommerce,0,0.1475409836065573,0,0.6,0.369672913012708,3,0,1
ecom_01384,ecommerce,0,0.1475409836065573,0,0.4,0.4129050124619219,4,1,1
ecom_01385,ecommerce,0,0.0983606557377049,0,0.4,0.473122249915382,1,0,1
ecom_01386,ecommerce,0,0.1475409836065573,1,0.6,0.3677343918274408,3,0,1
ecom_01387,ecommerce,0,0.0,0,0.4,0.3797347610695713,3,0,1
ecom_01388,ecommerce,1,0.1475409836065573,1,0.4,0.378257792547463,5,0,0
ecom_01389,ecommerce,0,0.0,1,0.4,0.5762023446875288,3,0,1
ecom_01390,ecommerce,0,0.0491803278688524,0,0.4,0.4311209575679252,3,0,1
ecom_01391,ecommerce,1,0.0655737704918032,0,0.4,0.9091048955352472,3,0,0
ecom_01392,ecommerce,0,0.1147540983606557,1,0.6,0.4482599464598911,3,0,1
ecom_01393,ecommerce,0,0.1639344262295081,1,0.6,0.4006892519769839,3,0,1
ecom_01394,ecommerce,0,0.3114754098360656,1,0.6,0.485307240222776,3,1,1
ecom_01395,ecommerce,0,0.1475409836065573,1,0.4,0.3775193082864088,1,0,1
ecom_01396,ecommerce,1,0.180327868852459,1,0.6,0.4732761008031016,4,1,0
ecom_01397,ecommerce,1,0.0,1,0.4,0.4135819563678882,3,1,0
ecom_01398,ecommerce,0,0.2786885245901639,0,0.6,0.4755223237638081,3,1,1
ecom_01399,ecommerce,0,0.1311475409836065,1,0.6,0.6118342102833934,4,1,1
ecom_01400,ecommerce,0,0.0,0,0.4,0.4356134034893381,4,1,1
ecom_01401,ecommerce,0,0.0983606557377049,0,0.6,0.7218068248253792,3,1,1
ecom_01402,ecommerce,0,0.1311475409836065,1,0.6,0.5867565155850949,3,0,1
ecom_01403,ecommerce,0,0.1311475409836065,0,0.2,0.4312132681005569,3,1,1
ecom_01404,ecommerce,0,0.0655737704918032,1,0.4,0.4897073756115573,3,0,1
ecom_01405,ecommerce,0,0.1639344262295081,1,0.4,0.4921074494599834,4,0,1
ecom_01406,ecommerce,0,0.081967213114754,1,0.4,0.4973076094649066,3,1,1
ecom_01407,ecommerce,0,0.180327868852459,0,0.4,0.3817348226099264,3,0,1
ecom_01408,ecommerce,0,0.3770491803278688,0,0.4,0.884334902612388,4,1,1
ecom_01409,ecommerce,0,0.4918032786885246,0,0.8,0.5426936213421951,3,0,1
ecom_01410,ecommerce,0,0.1475409836065573,0,0.4,0.6183574879227053,3,0,1
ecom_01411,ecommerce,0,0.4590163934426229,0,0.4,0.7617465152773931,3,1,1
ecom_01412,ecommerce,0,0.1475409836065573,1,0.6,0.5076771592972091,4,0,1
ecom_01413,ecommerce,0,0.2950819672131147,1,0.4,0.6069109818763654,3,0,1
ecom_01414,ecommerce,0,0.1475409836065573,1,0.6,0.3752115449706145,3,0,1
ecom_01415,ecommerce,1,0.0,1,0.6,0.4119511369580602,4,1,0
ecom_01416,ecommerce,0,0.4918032786885246,0,0.4,0.4761069571371426,4,0,1
ecom_01417,ecommerce,0,0.0327868852459016,1,0.6,0.390873565340472,3,0,1
ecom_01418,ecommerce,0,0.0655737704918032,1,0.4,0.3846579894765992,3,0,1
ecom_01419,ecommerce,0,0.081967213114754,1,0.6,0.4990922797624542,3,0,1
ecom_01420,ecommerce,0,0.1475409836065573,0,0.6,0.4011815748176867,1,0,1
ecom_01421,ecommerce,0,0.0655737704918032,0,0.6,0.4438290408935659,3,0,1
ecom_01422,ecommerce,0,0.1311475409836065,1,0.4,0.4403827810086464,4,0,1
ecom_01423,ecommerce,0,0.2950819672131147,1,0.4,0.7152527770085233,3,1,1
ecom_01424,ecommerce,0,0.1639344262295081,1,0.2,0.7281454813994276,3,0,1
ecom_01425,ecommerce,0,0.3114754098360656,1,0.6,0.4621988368872888,3,1,1
ecom_01426,ecommerce,0,0.0491803278688524,1,0.4,0.4654297055294009,4,1,1
ecom_01427,ecommerce,0,0.1311475409836065,1,0.6,0.3956737130373242,4,0,1
ecom_01428,ecommerce,0,0.4590163934426229,1,0.6,0.6227576233114864,3,0,1
ecom_01429,ecommerce,0,0.180327868852459,0,0.6,0.4716760515708175,5,1,1
ecom_01430,ecommerce,0,0.1147540983606557,1,0.6,0.4407827933167174,3,0,1
ecom_01431,ecommerce,0,0.4754098360655737,1,0.4,0.5310932644081356,5,0,1
ecom_01432,ecommerce,0,0.0,1,0.6,0.3791501276962368,3,0,1
ecom_01433,ecommerce,0,0.1475409836065573,1,0.6,0.3715498938428874,3,0,1
ecom_01434,ecommerce,0,0.0491803278688524,1,0.8,0.4354595526016185,4,0,1
ecom_01435,ecommerce,1,0.1475409836065573,1,0.6,0.6036801132342533,4,0,0
ecom_01436,ecommerce,0,0.2131147540983606,1,0.6,0.7231914828148558,4,0,1
ecom_01437,ecommerce,0,0.3934426229508196,1,0.6,0.4751223114557371,3,1,1
ecom_01438,ecommerce,0,0.0491803278688524,0,0.6,0.4679836302655466,4,1,1
ecom_01439,ecommerce,0,0.3114754098360656,1,0.4,0.6361118803655498,4,1,1
ecom_01440,ecommerce,0,0.081967213114754,1,0.4,0.4618603649343056,3,0,1
ecom_01441,ecommerce,0,0.4426229508196721,0,0.4,0.7246069109818764,3,0,1
ecom_01442,ecommerce,0,0.0,0,0.4,0.4615218929813225,3,0,1
ecom_01443,ecommerce,0,0.0163934426229508,1,0.4,0.4375826948521493,3,0,1
ecom_01444,ecommerce,0,0.4918032786885246,1,0.4,0.734545678328564,3,0,1
ecom_01445,ecommerce,0,0.1475409836065573,1,0.6,0.3705344779839379,3,0,1
ecom_01446,ecommerce,1,0.1475409836065573,1,0.6,0.3714883534877995,3,1,0
ecom_01447,ecommerce,0,0.081967213114754,1,0.6,0.3986584202590849,3,0,1
ecom_01448,ecommerce,1,0.0,0,0.6,0.3977353149327671,4,1,0
ecom_01449,ecommerce,0,0.1147540983606557,0,0.4,0.4556755592479768,3,0,1
ecom_01450,ecommerce,0,0.1639344262295081,1,0.6,0.466568202098526,4,0,1
ecom_01451,ecommerce,0,0.4918032786885246,0,0.4,0.8875350010769562,4,0,1
ecom_01452,ecommerce,0,0.3770491803278688,0,0.6,0.8668574417674391,3,1,1
ecom_01453,ecommerce,1,0.0,1,0.4,0.4844456752515462,4,1,0
ecom_01454,ecommerce,0,0.0,1,0.6,0.3965968183636419,4,0,1
ecom_01455,ecommerce,0,0.0,0,0.6,0.3960429551678513,3,0,1
ecom_01456,ecommerce,0,0.3934426229508196,0,0.2,0.5379857841779747,4,0,1
ecom_01457,ecommerce,1,0.0,1,0.6,0.4945998338410413,5,1,0
ecom_01458,ecommerce,0,0.4426229508196721,0,0.2,0.8408874119203666,1,1,1
ecom_01459,ecommerce,0,0.0,1,0.6,0.3930582479460907,3,0,1
ecom_01460,ecommerce,0,0.1147540983606557,0,0.4,0.4463214252746239,4,0,1
ecom_01461,ecommerce,0,0.1639344262295081,1,0.4,0.5362626542355149,3,0,1
ecom_01462,ecommerce,0,0.1147540983606557,0,0.4,0.6655897104526293,4,0,1
ecom_01463,ecommerce,0,0.1475409836065573,0,0.6,0.6073417643619803,3,0,1
ecom_01464,ecommerce,0,0.1475409836065573,0,0.6,0.39493522877627,3,0,1
ecom_01465,ecommerce,0,0.2622950819672131,1,0.6,0.8295332164066586,3,1,1
ecom_01466,ecommerce,0,0.0491803278688524,1,0.6,0.3881042493615187,5,0,1
ecom_01467,ecommerce,0,0.0983606557377049,1,0.6,0.4968152866242038,3,0,1
ecom_01468,ecommerce,1,0.3114754098360656,0,0.6,0.4604141665897412,3,1,0
ecom_01469,ecommerce,0,0.3934426229508196,1,0.4,0.9088587341148958,3,0,1
ecom_01470,ecommerce,1,0.0,1,0.6,0.4976153112403458,5,1,0
ecom_01471,ecommerce,0,0.0,0,0.4,0.3805655558632573,4,0,1
ecom_01472,ecommerce,1,0.3278688524590163,0,0.6,0.625003846272193,3,0,0
ecom_01473,ecommerce,1,0.1475409836065573,1,0.4,0.3592418228253177,3,1,0
ecom_01474,ecommerce,0,0.0,1,0.6,0.3853349333825656,3,0,1
ecom_01475,ecommerce,0,0.360655737704918,0,0.6,0.509769531370196,3,0,1
ecom_01476,ecommerce,0,0.2622950819672131,0,0.6,0.4535216468199021,1,0,1
ecom_01477,ecommerce,0,0.3770491803278688,0,0.6,0.5910335702637004,3,0,1
ecom_01478,ecommerce,1,0.0,0,0.6,0.4479830148619957,5,1,0
ecom_01479,ecommerce,0,0.2295081967213114,1,0.6,0.5596787593464414,3,1,1
ecom_01480,ecommerce,0,0.0,0,0.6,0.3982276377734699,3,0,1
ecom_01481,ecommerce,0,0.1475409836065573,1,0.4,0.4597372226837748,3,0,1
ecom_01482,ecommerce,1,0.2295081967213114,1,0.4,0.6354041662820394,5,0,0
ecom_01483,ecommerce,0,0.1967213114754098,0,0.4,0.4893073633034863,4,0,1
ecom_01484,ecommerce,0,0.0,1,0.4,0.5735253392412074,4,0,1
ecom_01485,ecommerce,0,0.0491803278688524,1,0.4,0.5030000923105327,3,1,1
ecom_01486,ecommerce,1,0.0,0,0.4,0.4369365211237269,3,0,0
ecom_01487,ecommerce,0,0.2950819672131147,1,0.4,0.4139204283208714,3,0,1
ecom_01488,ecommerce,0,0.180327868852459,0,0.4,0.440536631896366,3,1,1
ecom_01489,ecommerce,0,0.0491803278688524,0,0.6,0.3886888827348533,3,0,1
ecom_01490,ecommerce,0,0.081967213114754,1,0.4,0.4513369642142835,5,0,1
ecom_01491,ecommerce,0,0.0491803278688524,0,0.4,0.4062894242899781,3,0,1
ecom_01492,ecommerce,0,0.0491803278688524,1,0.6,0.3913966583587187,4,0,1
ecom_01493,ecommerce,0,0.2295081967213114,1,0.6,0.8363641958214099,4,0,1
ecom_01494,ecommerce,0,0.1475409836065573,1,0.6,0.3765654327825471,3,0,1
ecom_01495,ecommerce,0,0.1475409836065573,0,0.6,0.3533339487368842,3,0,1
ecom_01496,ecommerce,0,0.2131147540983606,0,0.4,0.4801686205729407,3,0,1
ecom_01497,ecommerce,0,0.1311475409836065,1,0.6,0.5321702206221729,3,0,1
ecom_01498,ecommerce,0,0.1475409836065573,1,0.4,0.378657804855534,3,1,1
ecom_01499,ecommerce,0,0.2950819672131147,1,0.4,0.3799501523123788,3,0,1
ecom_01500,ecommerce,0,0.081967213114754,0,0.4,0.5845718329794762,3,0,1
ecom_01501,ecommerce,0,0.0327868852459016,1,0.4,0.4405981722514538,3,0,1
ecom_01502,ecommerce,0,0.3934426229508196,1,0.4,0.4963845041385888,4,0,1
ecom_01503,ecommerce,0,0.4918032786885246,0,0.6,0.4106587895012154,4,1,1
ecom_01504,ecommerce,0,0.2131147540983606,1,0.6,0.6417120526785439,4,0,1
ecom_01505,ecommerce,0,0.1475409836065573,0,0.6,0.3763500415397396,3,0,1
ecom_01506,ecommerce,0,0.0,1,0.6,0.3791808978737807,3,0,1
ecom_01507,ecommerce,0,0.1475409836065573,1,0.4,0.3699806147881473,3,0,1
ecom_01508,ecommerce,0,0.0163934426229508,1,0.6,0.3911812671159112,3,0,1
ecom_01509,ecommerce,0,0.4918032786885246,1,0.4,0.5981414812763469,1,1,1
ecom_01510,ecommerce,0,0.0,1,0.6,0.3866580510169543,4,1,1
ecom_01511,ecommerce,0,0.3770491803278688,0,0.4,0.9208283331794824,3,0,1
ecom_01512,ecommerce,0,0.2295081967213114,1,0.4,0.383119480599403,3,0,1
ecom_01513,ecommerce,0,0.0491803278688524,0,0.4,0.5975260777254685,3,0,1
ecom_01514,ecommerce,0,0.180327868852459,0,0.4,0.5749715375857719,4,0,1
ecom_01515,ecommerce,0,0.081967213114754,1,0.6,0.4011815748176867,3,0,1
ecom_01516,ecommerce,0,0.0,1,0.6,0.4017969783685652,3,1,1
ecom_01517,ecommerce,1,0.0,0,0.6,0.3792424382288685,5,0,0
ecom_01518,ecommerce,0,0.1475409836065573,1,0.2,0.3719499061509584,3,0,1
ecom_01519,ecommerce,0,0.0491803278688524,1,0.6,0.4022277608541801,3,0,1
ecom_01520,ecommerce,0,0.2950819672131147,0,0.2,0.4617372842241299,3,1,1
ecom_01521,ecommerce,0,0.4754098360655737,0,0.6,0.4386904212437305,3,1,1
ecom_01522,ecommerce,0,0.0983606557377049,1,0.4,0.3846272192990553,3,0,1
ecom_01523,ecommerce,1,0.0,1,0.4,0.341610511092649,4,0,0
ecom_01524,ecommerce,0,0.3114754098360656,0,0.6,0.6293424413058863,3,0,1
ecom_01525,ecommerce,0,0.1475409836065573,0,0.6,0.3781039416597433,3,0,1
ecom_01526,ecommerce,0,0.0655737704918032,0,0.6,0.4285978030093233,3,1,1
ecom_01527,ecommerce,0,0.1475409836065573,0,0.6,0.3788116557432536,3,0,1
ecom_01528,ecommerce,1,0.0655737704918032,0,0.6,0.404320132927167,3,1,0
ecom_01529,ecommerce,0,0.3770491803278688,1,0.4,0.4212437305763254,4,0,1
ecom_01530,ecommerce,0,0.4262295081967213,0,0.4,0.444629065509708,1,0,1
ecom_01531,ecommerce,0,0.0983606557377049,0,0.6,0.3925043847503,3,0,1
ecom_01532,ecommerce,0,0.2131147540983606,0,0.4,0.8933505646327579,3,0,1
ecom_01533,ecommerce,0,0.4590163934426229,1,0.6,0.8837810394165975,1,0,1
ecom_01534,ecommerce,0,0.1147540983606557,1,0.4,0.6014646604510908,4,0,1
ecom_01535,ecommerce,0,0.3934426229508196,0,0.6,0.7302993938275023,3,0,1
ecom_01536,ecommerce,0,0.4098360655737705,1,0.6,0.923074556140189,4,0,1
ecom_01537,ecommerce,0,0.1475409836065573,0,0.8,0.377827010061848,3,0,1
ecom_01538,ecommerce,1,0.0,1,0.4,0.4897381457891012,4,1,0
ecom_01539,ecommerce,0,0.1475409836065573,1,0.4,0.3719806763285023,1,0,1
ecom_01540,ecommerce,0,0.2950819672131147,1,0.6,0.8243945967568234,4,0,1
ecom_01541,ecommerce,0,0.1639344262295081,1,0.6,0.4173666882057908,1,1,1
ecom_01542,ecommerce,0,0.1311475409836065,0,0.4,0.4438598110711099,3,0,1
ecom_01543,ecommerce,0,0.2459016393442623,0,0.4,0.4697067602080064,3,0,1
ecom_01544,ecommerce,0,0.180327868852459,1,0.4,0.5093387488845811,3,0,1
ecom_01545,ecommerce,0,0.180327868852459,1,0.4,0.5003538570417552,3,0,1
ecom_01546,ecommerce,0,0.0,1,0.4,0.4399519985230314,4,0,1
ecom_01547,ecommerce,0,0.360655737704918,1,0.6,0.517062063448106,3,1,1
ecom_01548,ecommerce,0,0.1147540983606557,1,0.4,0.4250900027693159,3,1,1
ecom_01549,ecommerce,0,0.2131147540983606,1,0.6,0.3920428320871411,3,1,1
ecom_01550,ecommerce,1,0.0163934426229508,1,0.6,0.513031170189852,3,1,0
ecom_01551,ecommerce,1,0.0,0,0.4,0.5427551616972829,3,0,0
ecom_01552,ecommerce,0,0.0,1,0.4,0.3793347487615003,1,1,1
ecom_01553,ecommerce,0,0.1475409836065573,0,0.6,0.3739499676913135,3,0,1
ecom_01554,ecommerce,0,0.2131147540983606,1,0.6,0.4577371611434198,4,0,1
ecom_01555,ecommerce,0,0.3114754098360656,1,0.6,0.5968183636419582,3,0,1
ecom_01556,ecommerce,1,0.0,1,0.4,0.6277116218960583,5,0,0
ecom_01557,ecommerce,0,0.0491803278688524,1,0.4,0.5684482599464599,4,0,1
ecom_01558,ecommerce,0,0.0,0,0.4,0.6148189175051539,3,0,1
ecom_01559,ecommerce,0,0.3934426229508196,1,0.4,0.6920212929628603,4,0,1
ecom_01560,ecommerce,1,0.0,0,0.4,0.3894581371734514,3,1,0
ecom_01561,ecommerce,0,0.2295081967213114,0,0.6,0.7258992584387213,3,1,1
ecom_01562,ecommerce,1,0.0,0,0.4,0.5137388842733622,4,0,0
ecom_01563,ecommerce,1,0.1475409836065573,1,0.4,0.3710268008246408,3,0,0
ecom_01564,ecommerce,0,0.2950819672131147,0,0.4,0.5804793993661344,4,0,1
ecom_01565,ecommerce,0,0.4426229508196721,0,0.4,0.4904766300501554,3,0,1
ecom_01566,ecommerce,0,0.1475409836065573,1,0.6,0.4896766054340133,3,0,1
ecom_01567,ecommerce,0,0.0983606557377049,0,0.4,0.3883811809594141,4,0,1
ecom_01568,ecommerce,0,0.1639344262295081,1,0.4,0.6826363888119635,3,1,1
ecom_01569,ecommerce,0,0.180327868852459,1,0.6,0.6341425890027385,3,0,1
ecom_01570,ecommerce,0,0.0655737704918032,1,0.4,0.4413981968675959,5,0,1
ecom_01571,ecommerce,0,0.1475409836065573,1,0.6,0.3746884519523678,4,0,1
ecom_01572,ecommerce,0,0.1639344262295081,1,0.6,0.3936428813194252,3,0,1
ecom_01573,ecommerce,0,0.0327868852459016,0,0.4,0.551340041232038,3,0,1
ecom_01574,ecommerce,0,0.1311475409836065,0,0.6,0.578140865872796,3,0,1
ecom_01575,ecommerce,1,0.0,1,0.4,0.3812117295916797,4,1,0
ecom_01576,ecommerce,0,0.4098360655737705,0,0.4,0.4065355857103295,4,0,1
ecom_01577,ecommerce,0,0.2459016393442623,1,0.4,0.8994738299639988,3,0,1
ecom_01578,ecommerce,0,0.1475409836065573,1,0.4,0.3774577679313209,3,0,1
ecom_01579,ecommerce,0,0.3770491803278688,0,0.6,0.9082433305640174,3,0,1
ecom_01580,ecommerce,1,0.0,1,0.4,0.3826579279362442,3,1,0
ecom_01581,ecommerce,0,0.2622950819672131,0,0.6,0.8019939075048462,3,1,1
ecom_01582,ecommerce,1,0.0,0,0.6,0.3909966460506476,3,0,0
ecom_01583,ecommerce,0,0.4098360655737705,1,0.6,0.8944275208467953,4,1,1
ecom_01584,ecommerce,0,0.081967213114754,0,0.4,0.4286593433644112,3,0,1
ecom_01585,ecommerce,1,0.0,1,0.6,0.4224745376780824,4,1,0
ecom_01586,ecommerce,0,0.1475409836065573,0,0.6,0.3763808117172836,3,0,1
ecom_01587,ecommerce,0,0.081967213114754,1,0.6,0.4450906181728669,3,0,1
ecom_01588,ecommerce,0,0.2295081967213114,1,0.6,0.4022277608541801,3,0,1
ecom_01589,ecommerce,0,0.2131147540983606,1,0.6,0.4098279947075294,3,0,1
ecom_01590,ecommerce,0,0.2950819672131147,1,0.6,0.898550724637681,1,0,1
ecom_01591,ecommerce,0,0.0655737704918032,1,0.6,0.7284839533524108,3,0,1
ecom_01592,ecommerce,0,0.0983606557377049,0,0.6,0.3972737622696083,4,0,1
ecom_01593,ecommerce,0,0.1147540983606557,1,0.4,0.490999723068402,4,0,1
ecom_01594,ecommerce,0,0.1639344262295081,0,0.4,0.428320871411428,4,0,1
ecom_01595,ecommerce,0,0.2950819672131147,1,0.6,0.5056770977568541,1,0,1
ecom_01596,ecommerce,1,0.0,1,0.6,0.6168805194005968,3,0,0
ecom_01597,ecommerce,0,0.1967213114754098,0,0.6,0.6442659774146896,3,0,1
ecom_01598,ecommerce,0,0.0327868852459016,1,0.4,0.3797039908920274,3,0,1
ecom_01599,ecommerce,0,0.2459016393442623,0,0.4,0.5090925874642296,1,1,1
ecom_01600,ecommerce,0,0.0327868852459016,1,0.4,0.5209698759961845,3,0,1
ecom_01601,ecommerce,0,0.0,0,0.6,0.458414105049386,3,0,1
ecom_01602,ecommerce,0,0.2459016393442623,0,0.4,0.3874888458106403,4,1,1
ecom_01603,ecommerce,0,0.2131147540983606,1,0.4,0.9057509461829596,3,0,1
ecom_01604,ecommerce,0,0.3934426229508196,1,0.6,0.3914889688913505,3,0,1
ecom_01605,ecommerce,1,0.0,1,0.6,0.4147512231145573,4,0,0
ecom_01606,ecommerce,0,0.081967213114754,1,0.6,0.3936736514969691,1,0,1
ecom_01607,ecommerce,0,0.180327868852459,1,0.4,0.4692144373673036,4,0,1
ecom_01608,ecommerce,0,0.1475409836065573,1,0.4,0.3746576817748238,4,0,1
ecom_01609,ecommerce,0,0.3114754098360656,0,0.6,0.8268562109603373,5,1,1
ecom_01610,ecommerce,1,0.0,1,0.6,0.4149358441798209,3,0,0
ecom_01611,ecommerce,0,0.0327868852459016,1,0.6,0.5121388350410782,4,0,1
ecom_01612,ecommerce,0,0.0655737704918032,1,0.6,0.4794609064894304,4,0,1
ecom_01613,ecommerce,0,0.0,1,0.4,0.430782485614942,1,0,1
ecom_01614,ecommerce,0,0.2950819672131147,1,0.6,0.7229760915720483,3,1,1
ecom_01615,ecommerce,0,0.1475409836065573,1,0.4,0.4064740453552417,3,0,1
ecom_01616,ecommerce,0,0.4590163934426229,1,0.4,0.893719806763285,3,1,1
ecom_01617,ecommerce,1,0.1639344262295081,1,0.4,0.6722976091572048,3,1,0
ecom_01618,ecommerce,0,0.1475409836065573,1,0.6,0.3713960429551678,3,0,1
ecom_01619,ecommerce,0,0.1639344262295081,1,0.6,0.507769469829841,3,0,1
ecom_01620,ecommerce,0,0.0,1,0.6,0.4070894489061202,4,0,1
ecom_01621,ecommerce,0,0.1639344262295081,0,0.6,0.7262685005692482,3,1,1
ecom_01622,ecommerce,0,0.1311475409836065,0,0.6,0.6768208252561616,1,0,1
ecom_01623,ecommerce,0,0.180327868852459,0,0.4,0.4801686205729407,1,1,1
ecom_01624,ecommerce,0,0.0,0,0.4,0.5045386011877289,3,0,1
ecom_01625,ecommerce,0,0.3770491803278688,1,0.6,0.8967660543401335,3,0,1
ecom_01626,ecommerce,0,0.4262295081967213,1,0.4,0.8487645773716114,3,1,1
ecom_01627,ecommerce,0,0.2459016393442623,1,0.2,0.4586910366472814,3,0,1
ecom_01628,ecommerce,0,0.0327868852459016,1,0.4,0.4478291639742761,3,0,1
ecom_01629,ecommerce,0,0.4590163934426229,1,0.4,0.474322286839595,3,1,1
ecom_01630,ecommerce,0,0.0,1,0.4,0.4535831871749899,3,1,1
